date,cust_email,cust_location,product_id,product_quantity
3/9/2020,criusp@msn.com,10365,10920,1
3/9/2020,yiapt@msn.com,26411,1286,1
3/10/2020,pluz@yahoo.com,14998,10629,2
3/10/2020,teum@msn.com,26698,20720,4
3/10/2020,sweaft@outlook.com,91116,14925,2
3/10/2020,sweaft@outlook.com,91116,21451,1
3/10/2020,sweaft@outlook.com,91116,10210,1
3/10/2020,sweaft@outlook.com,91116,15894,2
3/10/2020,ruev@gmail.com,78493,12879,1
3/10/2020,ruev@gmail.com,78493,15837,2
3/11/2020,stond@hotmail.com,94909,6167,2
3/11/2020,stond@hotmail.com,94909,6635,3
3/11/2020,zun@gmail.com,10202,8407,1
3/11/2020,pyw@outlook.com,50171,21827,1
3/11/2020,pyw@outlook.com,50171,21053,1
3/11/2020,pyw@outlook.com,50171,16560,1
3/11/2020,ton@yahoo.com,67706,4944,1
3/12/2020,nunk@msn.com,4817,9896,2
3/12/2020,spoam@yahoo.com,87521,11187,1
3/12/2020,yia@hotmail.com,43422,9931,2
3/12/2020,yy@msn.com,80487,19096,2
3/12/2020,yy@msn.com,80487,19003,3
3/12/2020,yy@msn.com,80487,9084,1
3/12/2020,prep@gmail.com,71480,3422,1
3/12/2020,prep@gmail.com,71480,3565,2
3/12/2020,prep@gmail.com,71480,8655,1
3/12/2020,spypt@gmail.com,48255,19520,2
3/13/2020,sooh@yahoo.com,97368,16464,1
3/13/2020,straof@icloud.com,39527,22470,1
3/13/2020,straof@icloud.com,39527,12258,1
3/13/2020,straof@icloud.com,39527,22201,1
3/13/2020,straof@icloud.com,39527,639,1
3/13/2020,straof@icloud.com,39527,22121,1
3/13/2020,straof@icloud.com,39527,15555,1
3/13/2020,zyf@gmail.com,82429,2886,3
3/13/2020,smeu@inbox.com,42401,15324,1
3/13/2020,smeu@inbox.com,42401,57,1
3/13/2020,smeu@inbox.com,42401,15961,1
3/13/2020,jaaw@live.com,18424,22530,2
3/13/2020,glai@live.com,2096,12365,2
3/14/2020,snyt@yahoo.com,38078,20306,2
3/14/2020,snyt@yahoo.com,38078,8540,2
3/14/2020,gre@live.com,48524,5662,2
3/14/2020,gre@live.com,48524,10249,2
3/14/2020,gre@live.com,48524,1699,2
3/14/2020,genk@gmail.com,77332,2592,2
3/14/2020,smu@gmail.com,3604,23375,2
3/14/2020,smu@gmail.com,3604,23153,1
3/14/2020,vai@inbox.com,39731,3383,2
3/14/2020,nean@outlook.com,77464,4363,2
3/14/2020,nean@outlook.com,77464,14144,1
3/14/2020,nean@outlook.com,77464,11276,1
3/14/2020,nean@outlook.com,77464,14201,1
3/14/2020,broi@live.com,22585,22972,1
3/14/2020,clasp@outlook.com,31166,13644,2
3/14/2020,clasp@outlook.com,31166,21133,1
3/15/2020,tript@mail.com,39716,1898,3
3/15/2020,gaig@icloud.com,28403,12004,1
3/16/2020,dai@aol.com,30523,8663,1
3/16/2020,kiez@icloud.com,84562,11007,1
3/16/2020,cruest@live.com,54759,9343,1
3/17/2020,strau@msn.com,10263,8396,1
3/17/2020,jand@inbox.com,80257,667,5
3/17/2020,jand@inbox.com,80257,15272,1
3/17/2020,jand@inbox.com,80257,12564,2
3/17/2020,druot@aol.com,65486,16467,3
3/17/2020,druot@aol.com,65486,366,1
3/17/2020,zu@msn.com,45090,17671,1
3/17/2020,zu@msn.com,45090,22280,2
3/17/2020,slaosk@hotmail.com,23045,14494,2
3/17/2020,slaosk@hotmail.com,23045,13069,1
3/18/2020,stiu@msn.com,31780,2825,1
3/18/2020,stiu@msn.com,31780,12268,1
3/18/2020,hoct@gmail.com,14139,19243,1
3/18/2020,shi@outlook.com,78500,21869,2
3/18/2020,shi@outlook.com,78500,4989,3
3/19/2020,kouz@gmail.com,66931,12097,1
3/19/2020,swaed@gmail.com,77733,8781,1
3/19/2020,swaed@gmail.com,77733,12689,1
3/19/2020,swaed@gmail.com,77733,629,1
3/19/2020,bea@aol.com,64534,20452,3
3/19/2020,wach@live.com,36941,13588,1
3/19/2020,criu@msn.com,18721,13956,1
3/19/2020,criu@msn.com,18721,11034,2
3/19/2020,graang@gmail.com,45187,16574,2
3/19/2020,graang@gmail.com,45187,8974,4
3/19/2020,graang@gmail.com,45187,4666,3
3/19/2020,blict@gmail.com,57144,20823,1
3/19/2020,noi@aol.com,67727,13571,1
3/19/2020,noi@aol.com,67727,17315,4
3/19/2020,noi@aol.com,67727,11697,2
3/20/2020,song@gmail.com,67041,18876,1
3/20/2020,song@gmail.com,67041,18526,1
3/20/2020,fly@inbox.com,12525,5532,2
3/20/2020,fly@inbox.com,12525,15635,1
3/20/2020,brae@mail.com,91013,19148,2
3/20/2020,stuib@yahoo.com,47003,15412,2
3/21/2020,glond@live.com,57144,23573,3
3/21/2020,speey@gmail.com,34193,916,3
3/21/2020,speey@gmail.com,34193,17895,4
3/21/2020,speey@gmail.com,34193,10550,1
3/21/2020,chy@inbox.com,51585,11159,1
3/21/2020,chy@inbox.com,51585,10668,3
3/21/2020,sy@hotmail.com,23657,13680,2
3/21/2020,trar@mail.com,55410,2469,1
3/21/2020,trar@mail.com,55410,9686,1
3/21/2020,chust@inbox.com,66224,23723,3
3/21/2020,vink@live.com,91013,23482,1
3/21/2020,geunk@gmail.com,90036,21454,1
3/21/2020,geunk@gmail.com,90036,12434,5
3/22/2020,smyk@mail.com,24142,12479,2
3/22/2020,smyk@mail.com,24142,5336,1
3/22/2020,se@live.com,76933,14861,1
3/22/2020,flioh@msn.com,93002,17574,1
3/22/2020,flioh@msn.com,93002,19582,3
3/22/2020,flioh@msn.com,93002,2216,1
3/22/2020,mia@gmail.com,33412,2082,2
3/22/2020,jopt@gmail.com,26698,11379,2
3/22/2020,jopt@gmail.com,26698,14847,1
3/22/2020,jopt@gmail.com,26698,11893,1
3/22/2020,snoept@yahoo.com,62824,10587,1
3/22/2020,keuk@yahoo.com,9823,6865,1
3/22/2020,keuk@yahoo.com,9823,13191,1
3/22/2020,keuk@yahoo.com,9823,16784,1
3/22/2020,keuk@yahoo.com,9823,2726,2
3/22/2020,keuk@yahoo.com,9823,10467,1
3/22/2020,drik@yahoo.com,87521,23369,1
3/23/2020,stoopt@gmail.com,75651,18586,1
3/23/2020,stoopt@gmail.com,75651,10665,2
3/23/2020,stoopt@gmail.com,75651,12582,3
3/23/2020,stoopt@gmail.com,75651,9996,1
3/23/2020,ho@msn.com,65486,14956,1
3/23/2020,pluef@icloud.com,38078,20848,4
3/23/2020,na@hotmail.com,58089,3212,1
3/23/2020,na@hotmail.com,58089,4853,1
3/24/2020,hoass@live.com,81333,5059,1
3/24/2020,hoass@live.com,81333,22374,1
3/24/2020,koi@yahoo.com,54938,16101,2
3/24/2020,koi@yahoo.com,54938,17820,2
3/24/2020,troash@gmail.com,12543,21319,1
3/24/2020,troash@gmail.com,12543,23517,3
3/24/2020,lach@gmail.com,77354,18870,1
3/25/2020,taf@gmail.com,35668,7412,1
3/25/2020,jio@outlook.com,25212,18693,2
3/26/2020,spe@yahoo.com,75651,21870,1
3/26/2020,stieg@msn.com,24142,14365,3
3/26/2020,stieg@msn.com,24142,15409,1
3/26/2020,stieg@msn.com,24142,14627,2
3/26/2020,chae@yahoo.com,39716,18803,2
3/26/2020,chae@yahoo.com,39716,3603,2
3/26/2020,pea@hotmail.com,29808,13719,1
3/26/2020,toi@outlook.com,5436,16043,1
3/26/2020,toi@outlook.com,5436,22252,1
3/27/2020,mauft@live.com,14523,18990,1
3/27/2020,zia@aol.com,4015,16647,1
3/27/2020,pru@hotmail.com,78493,12619,2
3/27/2020,poe@gmail.com,9823,11442,3
3/28/2020,muz@aol.com,83818,15620,1
3/28/2020,slae@aol.com,68170,20156,1
3/28/2020,slae@aol.com,68170,20764,1
3/28/2020,bink@gmail.com,58089,15783,1
3/28/2020,fri@icloud.com,4817,13288,3
3/28/2020,styh@outlook.com,19246,22156,1
3/28/2020,styh@outlook.com,19246,4648,2
3/28/2020,styh@outlook.com,19246,9766,4
3/28/2020,broaw@icloud.com,49467,2332,2
3/28/2020,broaw@icloud.com,49467,14947,1
3/28/2020,ja@msn.com,13852,19666,2
3/28/2020,jed@yahoo.com,33328,1481,1
3/28/2020,jed@yahoo.com,33328,2592,1
3/28/2020,jed@yahoo.com,33328,22936,2
3/29/2020,kaict@yahoo.com,15305,22739,1
3/29/2020,brynk@yahoo.com,36972,8858,2
3/29/2020,smoi@msn.com,87579,4638,1
3/29/2020,cli@aol.com,26328,3741,1
3/29/2020,cli@aol.com,26328,20362,2
3/29/2020,cli@aol.com,26328,5085,4
3/29/2020,pleact@gmail.com,85488,23806,3
3/29/2020,ska@aol.com,34576,3308,2
3/29/2020,ska@aol.com,34576,3157,2
3/29/2020,ska@aol.com,34576,5485,2
3/29/2020,ska@aol.com,34576,2285,1
3/29/2020,ska@aol.com,34576,13658,1
3/29/2020,ska@aol.com,34576,1764,2
3/30/2020,sliss@icloud.com,55614,16022,6
3/30/2020,ste@hotmail.com,70952,6492,2
3/30/2020,skoi@live.com,26650,22536,4
3/30/2020,skoi@live.com,26650,16333,3
3/30/2020,plei@icloud.com,69953,8111,1
3/30/2020,lee@gmail.com,13109,16786,3
3/30/2020,lee@gmail.com,13109,4459,1
3/30/2020,blai@outlook.com,50710,8383,1
3/30/2020,slal@gmail.com,82132,5371,1
3/30/2020,slal@gmail.com,82132,15526,1
3/30/2020,froo@gmail.com,40456,15661,1
3/30/2020,froo@gmail.com,40456,14015,2
3/30/2020,joe@gmail.com,65181,3847,1
3/30/2020,joe@gmail.com,65181,20881,1
3/30/2020,glish@gmail.com,53600,3073,1
3/30/2020,glish@gmail.com,53600,6550,3
3/30/2020,glish@gmail.com,53600,7249,1
3/31/2020,ny@icloud.com,34802,1834,3
3/31/2020,praa@hotmail.com,26698,2919,1
3/31/2020,praa@hotmail.com,26698,580,1
3/31/2020,praa@hotmail.com,26698,22453,2
3/31/2020,snash@gmail.com,13852,11013,2
3/31/2020,snash@hotmail.com,37973,13589,1
3/31/2020,stu@aol.com,61316,13829,2
3/31/2020,stu@aol.com,61316,23612,5
3/31/2020,stu@aol.com,61316,12698,1
3/31/2020,stu@aol.com,61316,20447,2
3/31/2020,skue@gmail.com,67654,6308,3
4/1/2020,kust@live.com,75389,12340,1
4/1/2020,kust@live.com,75389,7199,1
4/1/2020,kust@live.com,75389,13896,1
4/1/2020,kust@live.com,75389,15980,3
4/1/2020,kust@live.com,75389,1927,1
4/1/2020,kust@live.com,75389,18199,2
4/1/2020,lum@gmail.com,15706,17014,2
4/1/2020,lum@gmail.com,15706,21299,1
4/1/2020,blea@yahoo.com,95467,2574,3
4/1/2020,blea@yahoo.com,95467,20957,1
4/1/2020,blea@yahoo.com,95467,14978,1
4/1/2020,zor@gmail.com,24016,1246,3
4/1/2020,zor@gmail.com,24016,18346,2
4/1/2020,zor@gmail.com,24016,5023,1
4/1/2020,koe@msn.com,21483,14304,1
4/1/2020,bi@inbox.com,55715,17574,2
4/1/2020,bi@inbox.com,55715,23890,1
4/1/2020,bi@inbox.com,55715,21440,1
4/1/2020,bi@inbox.com,55715,12026,3
4/1/2020,weo@gmail.com,42807,6327,1
4/1/2020,weo@gmail.com,42807,1853,4
4/1/2020,stream@yahoo.com,57422,18194,2
4/1/2020,stream@yahoo.com,57422,12601,2
4/2/2020,lov@aol.com,17190,22396,3
4/2/2020,fly@inbox.com,12525,21781,1
4/2/2020,keeh@yahoo.com,41173,965,1
4/2/2020,keeh@yahoo.com,41173,10943,2
4/2/2020,keeh@yahoo.com,41173,6441,2
4/2/2020,sy@outlook.com,27189,19368,1
4/2/2020,sy@outlook.com,27189,10877,1
4/2/2020,je@hotmail.com,93002,15756,1
4/2/2020,je@hotmail.com,93002,12304,2
4/3/2020,sleaw@msn.com,25824,2021,1
4/3/2020,sleaw@msn.com,25824,4167,5
4/3/2020,sleaw@msn.com,25824,21109,1
4/3/2020,neob@hotmail.com,26456,8246,2
4/3/2020,neob@hotmail.com,26456,1109,1
4/3/2020,snink@outlook.com,70360,13940,2
4/3/2020,gaa@gmail.com,32094,23386,1
4/3/2020,gaa@gmail.com,32094,11440,3
4/3/2020,gaa@gmail.com,32094,23727,2
4/4/2020,boe@yahoo.com,24142,3084,2
4/4/2020,creog@gmail.com,48957,17327,1
4/4/2020,stosp@gmail.com,55707,9240,2
4/4/2020,stosp@gmail.com,55707,20334,1
4/5/2020,skoisp@gmail.com,60021,727,2
4/5/2020,skaa@icloud.com,2683,5937,1
4/6/2020,kuy@yahoo.com,12220,10805,2
4/6/2020,greend@inbox.com,53759,21341,3
4/6/2020,piump@msn.com,74068,8164,1
4/6/2020,stoum@aol.com,91013,933,3
4/6/2020,hee@hotmail.com,9349,21833,1
4/6/2020,my@live.com,38451,10016,3
4/6/2020,waa@aol.com,64203,5008,2
4/7/2020,snil@yahoo.com,57422,16152,3
4/7/2020,priog@gmail.com,49446,3185,1
4/7/2020,graz@yahoo.com,69036,20889,1
4/7/2020,ge@hotmail.com,30527,12676,1
4/7/2020,tuak@yahoo.com,84562,19908,1
4/7/2020,tuak@yahoo.com,84562,21063,1
4/7/2020,clua@inbox.com,33738,20798,1
4/7/2020,clua@inbox.com,33738,14234,1
4/7/2020,clua@inbox.com,33738,22596,2
4/7/2020,clua@inbox.com,33738,15516,1
4/7/2020,gyd@yahoo.com,90434,4302,2
4/8/2020,swai@gmail.com,50393,2037,2
4/8/2020,swoe@inbox.com,58184,6385,1
4/8/2020,swoe@inbox.com,58184,22832,1
4/8/2020,py@live.com,49467,3926,3
4/8/2020,py@live.com,49467,3671,1
4/8/2020,py@live.com,49467,2582,4
4/8/2020,zess@gmail.com,6039,10585,3
4/8/2020,feod@aol.com,40803,2516,1
4/8/2020,feod@aol.com,40803,22607,1
4/9/2020,shad@inbox.com,77354,11994,1
4/9/2020,shad@inbox.com,77354,3697,3
4/9/2020,sny@yahoo.com,18424,13084,1
4/9/2020,sny@yahoo.com,18424,21500,1
4/9/2020,sny@yahoo.com,18424,7833,1
4/9/2020,crob@inbox.com,33340,9384,2
4/9/2020,plemp@aol.com,95467,6229,1
4/9/2020,chuo@hotmail.com,3470,9229,1
4/9/2020,chuo@hotmail.com,3470,14638,3
4/9/2020,cro@inbox.com,88651,21185,2
4/10/2020,blynd@aol.com,20878,136,1
4/10/2020,blynd@aol.com,20878,4786,2
4/10/2020,blynd@aol.com,20878,20705,3
4/10/2020,rue@msn.com,5010,15787,1
4/10/2020,rue@msn.com,5010,177,1
4/10/2020,rue@msn.com,5010,17815,1
4/10/2020,bae@icloud.com,33340,16342,1
4/10/2020,bae@icloud.com,33340,18216,2
4/10/2020,bae@icloud.com,33340,22098,2
4/10/2020,stroa@yahoo.com,6039,4582,3
4/10/2020,smoi@gmail.com,51041,6819,1
4/10/2020,smoi@gmail.com,51041,22856,3
4/10/2020,smoi@gmail.com,51041,2114,2
4/10/2020,crysk@mail.com,29477,11975,2
4/10/2020,ree@msn.com,35955,14188,1
4/10/2020,piub@mail.com,10338,8583,1
4/11/2020,prosk@yahoo.com,20827,6746,4
4/11/2020,prosk@yahoo.com,20827,2623,1
4/11/2020,prosk@yahoo.com,20827,6979,2
4/11/2020,by@live.com,72533,1904,2
4/11/2020,giuh@icloud.com,26760,3342,4
4/11/2020,huel@aol.com,23853,4239,2
4/12/2020,shon@hotmail.com,28734,5407,1
4/12/2020,shon@hotmail.com,28734,11253,3
4/12/2020,shon@hotmail.com,28734,6498,1
4/12/2020,viup@yahoo.com,14998,4338,1
4/12/2020,vyk@gmail.com,42176,15253,2
4/12/2020,vyk@gmail.com,42176,11512,2
4/13/2020,brioct@gmail.com,36360,19539,3
4/13/2020,brioct@gmail.com,36360,5674,1
4/13/2020,brioct@gmail.com,36360,8809,1
4/13/2020,brioct@gmail.com,36360,19220,2
4/13/2020,zaosp@yahoo.com,23744,1985,2
4/13/2020,gyl@outlook.com,41349,22818,2
4/13/2020,gyl@outlook.com,41349,15913,3
4/13/2020,gyl@outlook.com,41349,5865,1
4/14/2020,mou@live.com,73944,7858,1
4/14/2020,so@live.com,35737,22765,3
4/14/2020,so@live.com,35737,13853,1
4/14/2020,skoi@inbox.com,33053,7441,2
4/14/2020,skoi@inbox.com,33053,17348,1
4/14/2020,slo@aol.com,84775,20807,1
4/14/2020,proe@inbox.com,27540,14120,3
4/14/2020,sau@yahoo.com,55410,15264,1
4/14/2020,sau@yahoo.com,55410,23478,3
4/14/2020,jiu@mail.com,38025,2215,1
4/15/2020,reosp@live.com,37973,3844,1
4/15/2020,nu@outlook.com,44151,18882,3
4/15/2020,strea@outlook.com,18721,16023,1
4/15/2020,grest@outlook.com,13256,6139,3
4/15/2020,kou@gmail.com,23946,17932,3
4/15/2020,kou@gmail.com,23946,23555,1
4/15/2020,kou@gmail.com,23946,9198,1
4/16/2020,vyb@msn.com,57422,14603,1
4/16/2020,cheisp@yahoo.com,1947,21643,1
4/16/2020,cheisp@yahoo.com,1947,16316,1
4/16/2020,cheisp@yahoo.com,1947,13180,4
4/16/2020,symp@hotmail.com,2434,16035,1
4/16/2020,spoo@aol.com,35322,3749,3
4/16/2020,spoo@aol.com,35322,6824,2
4/16/2020,shuo@hotmail.com,73926,9275,3
4/17/2020,via@gmail.com,23838,18763,5
4/17/2020,via@gmail.com,23838,742,2
4/17/2020,via@gmail.com,23838,9860,2
4/17/2020,sneu@gmail.com,11940,19770,2
4/17/2020,wief@hotmail.com,70190,18455,3
4/17/2020,wief@hotmail.com,70190,7605,2
4/17/2020,niy@gmail.com,5436,17556,1
4/17/2020,sno@aol.com,21483,11716,5
4/17/2020,duend@inbox.com,84422,1995,1
4/18/2020,jaopt@msn.com,91116,19224,2
4/18/2020,ve@hotmail.com,5528,8749,3
4/18/2020,ve@hotmail.com,5528,21549,3
4/18/2020,chau@inbox.com,78735,14214,2
4/18/2020,chau@inbox.com,78735,7897,1
4/19/2020,skoesp@hotmail.com,27189,23058,2
4/19/2020,vu@gmail.com,54938,16637,1
4/19/2020,zav@aol.com,26698,15484,1
4/19/2020,zav@aol.com,26698,12296,1
4/19/2020,plysk@aol.com,14488,20971,1
4/19/2020,stre@live.com,23838,14341,1
4/19/2020,stif@gmail.com,48490,513,3
4/19/2020,stif@gmail.com,48490,11384,2
4/20/2020,prosh@aol.com,35239,23296,1
4/20/2020,sieg@msn.com,70360,18729,4
4/20/2020,sieg@msn.com,70360,19855,1
4/20/2020,sieg@msn.com,70360,13653,2
4/20/2020,proer@aol.com,54938,10791,1
4/20/2020,rysk@aol.com,17254,11850,1
4/21/2020,slaiy@yahoo.com,23861,22464,1
4/21/2020,ryh@hotmail.com,97680,23100,2
4/21/2020,brue@yahoo.com,45090,10378,1
4/21/2020,dryd@hotmail.com,45375,19993,1
4/21/2020,goan@yahoo.com,35668,20439,1
4/21/2020,croa@msn.com,64237,4810,1
4/21/2020,croa@msn.com,64237,504,1
4/21/2020,croa@msn.com,64237,4149,1
4/21/2020,raint@gmail.com,59425,15813,1
4/21/2020,pyt@msn.com,91463,12956,1
4/21/2020,pyt@msn.com,91463,18621,1
4/21/2020,pyt@msn.com,91463,14075,2
4/22/2020,groa@aol.com,38422,12481,1
4/22/2020,groa@aol.com,38422,16066,2
4/22/2020,groa@aol.com,38422,9093,1
4/22/2020,vaupt@hotmail.com,44425,17302,3
4/22/2020,vaupt@hotmail.com,44425,13632,1
4/22/2020,vaupt@hotmail.com,44425,19365,1
4/22/2020,traoft@yahoo.com,75795,16131,1
4/23/2020,fiact@aol.com,43116,19699,2
4/23/2020,troush@yahoo.com,8384,218,2
4/23/2020,troush@yahoo.com,8384,17535,1
4/23/2020,geesk@outlook.com,95291,309,2
4/23/2020,geesk@outlook.com,95291,16817,2
4/23/2020,geesk@outlook.com,95291,21297,1
4/23/2020,kei@live.com,83233,7157,1
4/23/2020,hisk@live.com,43288,22431,2
4/23/2020,vesh@hotmail.com,50898,23700,1
4/23/2020,fe@aol.com,80861,12780,2
4/23/2020,stou@inbox.com,38549,10265,1
4/23/2020,stou@inbox.com,38549,19685,1
4/23/2020,stou@inbox.com,38549,12820,2
4/23/2020,stou@inbox.com,38549,5611,2
4/23/2020,beuk@gmail.com,83594,17247,4
4/23/2020,chiug@gmail.com,8069,3946,4
4/23/2020,chiug@gmail.com,8069,6385,1
4/23/2020,chiug@gmail.com,8069,10405,1
4/23/2020,strui@msn.com,92664,3255,1
4/24/2020,kai@inbox.com,55410,17380,2
4/24/2020,leu@gmail.com,15748,23780,1
4/24/2020,zysh@yahoo.com,76759,12153,1
4/24/2020,gimp@outlook.com,92369,12249,1
4/25/2020,cryh@gmail.com,5398,4190,3
4/25/2020,bree@inbox.com,18343,13251,1
4/25/2020,bree@inbox.com,18343,6685,2
4/25/2020,bree@inbox.com,18343,6246,1
4/25/2020,hie@yahoo.com,35322,16537,6
4/25/2020,flui@yahoo.com,16234,2811,1
4/25/2020,nuft@yahoo.com,68882,4511,1
4/26/2020,stoost@gmail.com,42807,23089,3
4/26/2020,stoost@gmail.com,42807,21473,2
4/26/2020,peind@inbox.com,3604,23304,1
4/26/2020,peind@inbox.com,3604,4511,3
4/26/2020,clung@icloud.com,14840,1496,3
4/26/2020,clung@icloud.com,14840,15021,3
4/26/2020,byg@aol.com,28403,6301,1
4/26/2020,byg@aol.com,28403,12685,2
4/26/2020,byg@aol.com,28403,18424,2
4/27/2020,swiu@outlook.com,66006,6762,2
4/27/2020,brion@yahoo.com,66023,19128,1
4/27/2020,brion@yahoo.com,66023,7416,2
4/27/2020,brion@yahoo.com,66023,20124,2
4/27/2020,brion@yahoo.com,66023,23242,1
4/27/2020,spa@aol.com,63300,2585,1
4/27/2020,spa@aol.com,63300,20187,1
4/27/2020,spa@aol.com,63300,19380,3
4/27/2020,sweog@aol.com,8384,16101,1
4/27/2020,gruim@gmail.com,69953,9933,1
4/27/2020,stuib@aol.com,92584,8043,3
4/27/2020,fraesh@aol.com,39977,22877,1
4/27/2020,pu@inbox.com,26650,23435,1
4/27/2020,haapt@outlook.com,50171,5253,1
4/27/2020,haapt@outlook.com,50171,3832,1
4/27/2020,tesp@live.com,82417,5977,2
4/27/2020,tesp@live.com,82417,20316,2
4/27/2020,shusk@inbox.com,24342,8411,1
4/27/2020,stre@msn.com,29423,4030,1
4/27/2020,stre@msn.com,29423,2650,1
4/28/2020,pla@hotmail.com,70735,9942,1
4/28/2020,pla@hotmail.com,70735,2952,1
4/28/2020,pla@hotmail.com,70735,20313,1
4/28/2020,shie@gmail.com,87782,15741,1
4/28/2020,wu@mail.com,37526,14894,2
4/28/2020,wu@mail.com,37526,1180,1
4/28/2020,tu@gmail.com,24961,1038,3
4/28/2020,tu@gmail.com,24961,10171,1
4/28/2020,bib@hotmail.com,58089,3664,2
4/29/2020,strean@hotmail.com,14840,10408,3
4/29/2020,fle@hotmail.com,55715,18696,1
4/29/2020,fle@hotmail.com,55715,1351,3
4/29/2020,woi@aol.com,18447,3140,3
4/30/2020,sty@live.com,90061,1794,1
4/30/2020,sty@live.com,90061,3377,1
4/30/2020,skash@icloud.com,53462,1244,1
4/30/2020,keub@yahoo.com,73695,9926,1
4/30/2020,keub@yahoo.com,73695,7111,1
4/30/2020,je@yahoo.com,19409,12445,1
4/30/2020,priw@gmail.com,73944,1812,1
4/30/2020,swaa@gmail.com,51585,11934,1
5/1/2020,sue@hotmail.com,26760,12088,2
5/1/2020,greey@aol.com,5398,11268,1
5/1/2020,greey@aol.com,5398,6854,2
5/2/2020,syn@msn.com,75611,21718,1
5/2/2020,clant@yahoo.com,16051,14873,2
5/2/2020,clant@yahoo.com,16051,19436,3
5/2/2020,nou@yahoo.com,94909,1504,1
5/2/2020,zuz@live.com,84562,6742,1
5/2/2020,zuz@live.com,84562,6278,1
5/3/2020,ti@yahoo.com,26698,191,1
5/3/2020,hof@live.com,83818,1801,1
5/3/2020,chad@outlook.com,74718,9880,1
5/3/2020,chad@outlook.com,74718,8009,1
5/3/2020,ge@live.com,76441,21439,1
5/3/2020,skaint@hotmail.com,93002,21656,2
5/3/2020,skaint@hotmail.com,93002,2067,1
5/3/2020,breg@yahoo.com,45903,13119,2
5/3/2020,haund@outlook.com,39527,15289,2
5/3/2020,wuim@gmail.com,33412,10226,3
5/3/2020,wuim@gmail.com,33412,12280,3
5/3/2020,wuim@gmail.com,33412,5939,1
5/4/2020,fut@live.com,92259,9748,1
5/5/2020,floy@mail.com,54938,19234,1
5/5/2020,floy@mail.com,54938,2227,1
5/5/2020,blausk@gmail.com,90276,12580,1
5/5/2020,blausk@gmail.com,90276,8839,3
5/6/2020,preo@gmail.com,57205,14996,1
5/6/2020,maef@aol.com,91116,14956,3
5/6/2020,pri@live.com,53491,8864,3
5/6/2020,fuoy@outlook.com,55707,19409,1
5/6/2020,fuoy@outlook.com,55707,17433,1
5/6/2020,fuoy@outlook.com,55707,17709,1
5/6/2020,jich@gmail.com,49880,21359,2
5/6/2020,jich@gmail.com,49880,8302,2
5/6/2020,crush@icloud.com,3604,11849,2
5/6/2020,crush@icloud.com,3604,1396,3
5/6/2020,crush@icloud.com,3604,5387,2
5/7/2020,preit@gmail.com,569,20488,3
5/7/2020,preit@gmail.com,569,13590,1
5/7/2020,preit@gmail.com,569,17463,1
5/7/2020,preit@gmail.com,569,21837,1
5/7/2020,nem@yahoo.com,32642,8338,1
5/7/2020,pleaft@yahoo.com,76933,14320,1
5/7/2020,veo@gmail.com,22519,17443,1
5/7/2020,veo@gmail.com,22519,15456,1
5/7/2020,bli@yahoo.com,61814,18508,2
5/8/2020,luen@outlook.com,52126,10692,3
5/8/2020,shi@live.com,856,3538,1
5/8/2020,shi@live.com,856,5467,2
5/8/2020,raoy@gmail.com,55707,7541,1
5/8/2020,raoy@gmail.com,55707,13216,2
5/8/2020,raoy@gmail.com,55707,4783,3
5/8/2020,via@icloud.com,50898,20835,1
5/9/2020,chush@gmail.com,29257,6033,1
5/9/2020,stroept@inbox.com,82539,15234,1
5/9/2020,kuek@outlook.com,63286,16018,1
5/9/2020,gor@hotmail.com,56284,16988,3
5/9/2020,gor@hotmail.com,56284,8921,3
5/9/2020,gor@hotmail.com,56284,20200,1
5/9/2020,gor@hotmail.com,56284,1475,1
5/10/2020,gaa@msn.com,76668,22047,2
5/10/2020,pro@live.com,82919,39,1
5/10/2020,dri@yahoo.com,75822,17941,2
5/10/2020,cro@mail.com,55521,16282,1
5/10/2020,hop@gmail.com,23946,8206,2
5/10/2020,ni@gmail.com,73926,22556,2
5/10/2020,skei@hotmail.com,81333,19550,1
5/10/2020,ruol@aol.com,23928,167,1
5/10/2020,ruol@aol.com,23928,19163,1
5/11/2020,skank@gmail.com,67138,22597,4
5/11/2020,skank@gmail.com,67138,13154,2
5/11/2020,gliosh@hotmail.com,24342,6373,1
5/12/2020,frer@yahoo.com,39716,14274,2
5/12/2020,streuct@live.com,50171,15258,1
5/12/2020,pe@gmail.com,46716,3879,4
5/12/2020,pe@gmail.com,46716,15950,2
5/13/2020,strousp@yahoo.com,49137,2677,1
5/13/2020,crio@gmail.com,60021,19254,2
5/13/2020,taont@outlook.com,96581,11697,4
5/13/2020,stra@msn.com,20878,17036,4
5/13/2020,stra@msn.com,20878,16672,1
5/13/2020,gruo@outlook.com,50171,11132,3
5/13/2020,strir@mail.com,19382,17052,1
5/13/2020,strir@mail.com,19382,12251,3
5/14/2020,fu@yahoo.com,76654,8180,3
5/14/2020,fu@yahoo.com,76654,6231,1
5/14/2020,vouss@inbox.com,77902,16833,2
5/14/2020,kych@gmail.com,39527,18706,2
5/14/2020,kych@gmail.com,39527,20706,1
5/14/2020,kych@gmail.com,39527,21522,1
5/14/2020,gleu@live.com,85519,23356,1
5/14/2020,strer@gmail.com,14455,14891,1
5/14/2020,strer@gmail.com,14455,21764,3
5/14/2020,strer@gmail.com,14455,6252,1
